gene_name,alzheimers,asthma,coronaryatherosclerosis,hypertension,hernia,osteoarthrosis
ENSG00000002330,0.024139669352069,0.0381445386388116,0.0056832309771354,0.0210198452699671,0.0274757971981129,0.0282531522654751
ENSG00000002549,0.0008707180380056,0.0004449624003163,0.0007369484595853,0.0330648946980093,0.0003307291586032,0.0008286053336342
ENSG00000002587,0.025718586947476,0.0391834225807153,0.022620100532136,0.0387173610746615,0.0356566826106183,0.0240220146900868
ENSG00000002726,0.0021111977929236,0.003138610843495,0.0101968911038716,0.487448874405396,0.0112917266480761,0.0103356689648483
ENSG00000002745,0.0205589608732017,0.153809884523043,0.0283159282842596,0.0466615942281264,0.0913918141572285,0.0200787651620556
ENSG00000002746,0.0421713552344798,0.028574730192576,0.0422102619338944,0.0340877392594469,0.0465528100125125,0.310268718329428
ENSG00000002822,0.171451476392858,0.313240833197673,0.0225969478125769,0.774105372308278,0.399113130863631,0.890475486389981
ENSG00000002834,0.0002174897618189,0.193166384588347,0.0011368437448934,0.0004976924991027,0.0005757669408634,0.0001703717073753
ENSG00000002919,0.0226003798750757,0.0499560292003952,0.023711326478791,0.0407918918262118,0.0223879015492221,0.0240662121097758
ENSG00000002933,0.0010612679206124,0.0014499027641331,0.005658467963393,0.376663462855914,0.007444637419755,0.0067225286522365
ENSG00000003147,0.0383883140545768,0.195548009607267,0.0211306673995817,0.0271093960628217,0.0208711636166811,0.0207010808811127
ENSG00000003249,0.022514419498084,0.0310091647572535,0.0367676432467566,0.503622592684797,0.028437034205979,0.292920558913869
ENSG00000003393,0.0622461414111264,0.194709416949615,0.035540023986781,0.126487222428663,0.0343010401892706,0.0529659464309711
ENSG00000003400,0.0622452677429205,0.0782720645505314,0.0383559270051177,0.098737219903776,0.0342932905554314,0.0291002878646617
ENSG00000003402,0.000367002339322,0.00050095670834,0.0011243656128473,0.0023884180976919,0.0002615264758072,0.0001052735964937
ENSG00000003436,0.0252988183798023,0.0004338063578542,0.0244424371974026,0.0267044728553773,0.0473067331996839,0.0985981828421329
ENSG00000003509,0.0319233857929664,0.0207193037240412,0.117037920878984,0.000533179034416,0.0583981643604451,0.0249526791077008
ENSG00000003756,4.17282743255026e-05,0.0292080731743586,0.0017636288389585,0.337738273968775,0.0280042961142642,0.0152758391226614
ENSG00000003987,0.0748296915399288,0.0228332597651547,0.0403712352987834,0.108671623851143,0.0206146112673691,0.125782279065415
ENSG00000003989,0.020720472534204,0.0234330317757916,0.0998398589562659,0.0973817962806175,0.0261446864297327,0.0357501288904549
ENSG00000004059,0.0005631847513463,0.0007303765349014,0.001051010894512,0.0013331380870957,0.0003932545564968,0.00142307371436
ENSG00000004139,9.32729280553571e-06,0.0232117528375833,0.0700217949339977,0.335876328401663,0.0515741744780373,0.0360239087487581
ENSG00000004399,0.0307146654878843,0.0468807310759906,0.0346514451160543,0.0708018723269886,0.0285518803832864,0.0319692894864756
ENSG00000004455,9.54895937793444e-06,0.0006164159231517,0.0052550273057991,0.0002602119261722,0.0002981697687402,7.59994510603807e-06
ENSG00000004468,0.878999871443544,0.0001839788863735,0.060537502493999,0.0332566331152759,0.0309785457747178,0.216621387775599
ENSG00000004478,0.0101213611287787,0.0044965266213724,0.0105512724679486,0.211302276098185,0.112134437074801,0.000658407641621
ENSG00000004487,0.0326982307368408,0.0029348018063307,0.0255273194560386,0.0755641095252669,0.0324126747833077,0.0197314689734075
ENSG00000004534,4.26406065717093e-05,0.152374719007188,0.0399551979947178,0.41700378182029,0.0448909922858074,0.246119262655147
ENSG00000004660,0.289344334248454,0.0232969302839622,0.0461602364928939,0.0391804732452584,0.0425717436370312,0.0214771678914025
ENSG00000004700,0.0007136595666438,0.0002615057955668,2.4359551982764e-05,0.0221041615673211,0.0045081276844726,0.0001292069960772
ENSG00000004776,0.0259065603537747,0.0326490058475562,0.0200864594320416,0.0427305381631181,0.333689526972495,0.0507907844403716
ENSG00000004777,0.0259057687985627,0.0527097360006088,0.0248587870552602,0.0427419424884358,0.333134048521412,0.0866739212298657
ENSG00000004779,0.0101067171185475,0.0104007717909009,0.0002829442948011,0.0004962449414826,0.0004650967912581,7.39571200701031e-05
ENSG00000004838,0.180839822233002,0.10289735911847,0.0612387294627632,0.477179017215083,0.0219525340184646,0.392570544978591
ENSG00000004864,4.16888245351166e-05,0.0283907849917271,0.02503491113098,0.0292883043651292,0.72110240397837,0.0983168602198817
ENSG00000004866,0.043418769704176,0.0459352651590811,0.320300085732612,0.287586874682963,2.91933723205757e-05,0.0326494346009199
ENSG00000004897,0.0001931271664353,0.242413592440596,0.376537537215256,0.17864746527491,0.0077911225261921,0.0020844820085501
ENSG00000004975,0.0325604466894479,0.224846745510642,0.0443818875196647,0.833089088890916,0.0396348146899883,0.0584039927827009
ENSG00000005007,0.0791591944159643,0.0470814804670211,0.100116475278808,0.0477632870697842,0.0087959200311235,0.0223268003074851
ENSG00000005020,0.0337672017134167,0.0671520030374104,0.081476566519464,0.0418173092987545,0.0217539258857064,0.0162789505636631
ENSG00000005059,0.0312378420011861,0.0336692120757138,0.161596026352353,0.478794357447546,0.0360711850393014,0.0647833261708958
ENSG00000005100,0.116501886874462,0.0433633582407589,0.0222401661254804,0.0217250862742246,0.021489287246492,0.0282889772953893
ENSG00000005102,6.72695130981133e-05,0.574557371852781,0.0004228689910585,0.127266981848242,0.0265302252348368,0.414965479470661
ENSG00000005156,0.0692531301666948,0.0206716186833916,0.162312063867261,0.34386056792148,0.714346812700847,0.0747694543119788
ENSG00000005175,0.0209870757080491,0.0351944470774757,0.191173059748035,0.0249944400150786,0.020465295122747,0.0224660825239648
ENSG00000005187,0.0461802334237282,0.0223286606380112,0.0218330832512241,9.35612655505311e-08,0.0313523013103687,0.0008155826350879
ENSG00000005194,0.024901528662885,0.0320784936624205,0.433272423285825,0.0328427614870683,0.0254191254045231,0.0297719689300517
ENSG00000005249,0.0685299258272233,0.072384048103076,0.0282355351600236,0.0484670365783813,0.0240842376911465,0.0299115381086512
ENSG00000005339,0.0505266981987082,0.0604879101052454,0.0280287004011524,0.196966792544941,0.0477380455080312,0.0540701771493479
ENSG00000005436,0.0312458840166549,0.0316337103570764,0.0213846643783757,0.0402338886756154,0.0241765063071121,0.0615973492045164
ENSG00000005448,0.0002873285357697,0.0007947130377016,0.0029244654303723,0.0048334242471898,0.0133756312868743,0.0207345854327988
ENSG00000005469,0.102685505316765,0.0449756295991387,0.0522755878415152,0.0486627894838521,0.0380931856119644,0.0705963477802712
ENSG00000005471,0.17658595587179,0.0445756198877141,0.0513209886927099,0.0486627894938352,0.0380931856119642,0.0705956792903172
ENSG00000005483,0.0506243657574901,0.0225092268896777,0.0234987026547122,0.421131389054357,0.0512545409064122,0.0230364715512898
ENSG00000005486,3.84254036834938e-05,0.0217050302068436,6.86469051315648e-05,0.0270900876295269,0.0262264966515589,0.026483795666528
ENSG00000005513,0.0295707053483784,0.026479447660078,0.0357733948463125,0.0545552282232709,0.0214791880544851,0.0345595708232787
ENSG00000005700,0.0344118531699001,0.443805709722218,0.912446882742584,0.021628810234137,0.348620357445677,0.0232798554043795
ENSG00000005801,0.0319565689576805,0.0280686763868832,0.62883597411967,0.0314736947728131,0.028587365517242,0.0016751732394796
ENSG00000005810,0.0002764401818656,0.0080055305352242,0.0010246827182854,0.022023495964221,0.0002652921440459,0.0005421597727617
ENSG00000005812,0.0204997998760599,0.108720556095371,0.0349441351549634,0.040929367037059,0.0695782375533731,0.0537620107767494
ENSG00000005844,3.03922274604915e-05,0.0019820832048028,0.0006230813664417,0.144286132410746,0.0004242493553602,0.0001229141958841
ENSG00000005882,0.0210749557926862,0.0216080902545244,0.0351157995895291,0.0324178068190394,0.0479385408503319,0.0229655269585198
ENSG00000005884,0.0210661434168174,0.0215975200856767,0.0350729920418141,0.0324178068190394,0.0132924517780101,0.0229655269585188
ENSG00000006007,0.0268799084662103,0.0280892981567218,0.0222970235094424,0.289100765690899,0.0339464183620419,0.0210344522008501
ENSG00000006015,0.0284248729296781,0.0818252021348978,0.0401291534117893,0.472892171538283,0.0088110796478551,0.0223268308762096
ENSG00000006025,0.0214958304514853,0.0768039292566005,0.640071175156478,0.0094064085034683,0.235648243142928,0.0312969926501434
ENSG00000006042,0.0240985963252635,0.0654844699936987,0.0373637777271672,0.0408267164977592,0.194526468665985,0.102931302626635
ENSG00000006116,0.0382206746330339,0.0561385383480664,0.0321788551870083,0.0594397056129497,0.0348131308189722,0.12824062891419
ENSG00000006118,0.0306986562675779,0.0234443499175063,0.0278098726489349,0.0219785111281288,0.0288539201030734,0.0308148236607389
ENSG00000006125,0.0293293395155816,0.0206425162162504,0.0906238460055853,0.086752780729178,0.0274887846122793,0.0746920829117014
ENSG00000006194,0.083661056047134,0.0787202647233029,0.0280478644083795,0.36964239991643,0.0624139414142352,0.0349139322625113
ENSG00000006210,0.069864282330745,0.0341645690733701,0.256670230659433,0.146531691202906,0.0393342481692679,0.0391447112986213
ENSG00000006282,4.6621392588181e-05,0.0215616506931527,0.0293691717071233,0.0323798271857654,0.0457079406013123,0.0355617382753962
ENSG00000006283,0.0028544202768061,0.0215616506931064,0.0260339010649451,0.0348053023218447,0.0461222231967115,0.0338314646820704
ENSG00000006327,0.0799570183262328,0.0669566873169473,0.066943417330579,0.182766805634331,0.0617008776310062,0.0235728761166842
ENSG00000006432,0.032112738306454,0.0615005933526525,0.0531398198650209,0.0249117254233326,0.0209671057858765,0.0330636653166448
ENSG00000006451,0.0418069921722743,0.0460818492706421,0.0752308593426999,0.557331747236987,0.0234396226198161,0.0612930981916327
ENSG00000006453,0.0007624504889137,0.0002662429773034,6.92546922905371e-05,0.0012694639800602,0.0002454387896971,0.0005095645021151
ENSG00000006459,0.0255699408767849,0.0214426068508377,0.0488552581945784,0.036832628362645,0.100171790684749,0.0969369684382209
ENSG00000006530,0.0025118502162622,0.0008194377651473,0.0190931435705555,0.023911095368835,0.112723584717549,0.0057067129681126
ENSG00000006555,0.0250431758996714,0.14745567323695,0.0216408389263009,0.137522538248729,0.0214770169693833,0.0275463981952191
ENSG00000006576,0.0341484536524037,0.10490173828011,0.0296519840137481,0.0572230315255071,0.0360836012469062,0.90499951030453
ENSG00000006607,0.0480670502446052,0.0217691480301871,0.0327050270026486,0.0256286352791558,0.0893512345642673,0.020515213498443
ENSG00000006625,5.36436824743404e-05,0.0359883128963935,0.0002503418585974,0.156071394610417,0.0147760536161805,0.0320138248494467
ENSG00000006634,0.128823920414013,0.0574790471839845,0.0006306114750843,0.0488573749118267,0.0480026097297689,0.0706094822623141
ENSG00000006638,0.0447085097569856,0.030773888835779,0.0201445202396362,0.0365635283217132,0.0408634269156217,0.388699719204
ENSG00000006695,0.021745540053474,0.114945189515753,0.177292937048294,0.0818756745634752,0.0230804015973929,0.0452879730212934
ENSG00000006715,0.0784820323008007,0.0334139660593892,0.090819621527038,0.0357554541117687,0.0841527212728704,0.0008325307279651
ENSG00000006740,0.0260429451063557,0.0217293316257391,0.0215433651306298,0.0278539142288156,0.0308276343739191,0.0435734725929496
ENSG00000006744,0.0245986550505813,0.106183542910757,0.0540449670991585,0.017348806690316,0.0307486770596624,0.0338159447129686
ENSG00000006747,0.173344106302341,0.0225271125998791,0.0447340939541164,0.073594486162072,0.0230774196843053,0.0476298507320547
ENSG00000006831,0.218942366925891,0.0339234755466956,0.0565581435797539,0.238169025333623,0.196019881042908,0.0304343365305556
ENSG00000006837,5.48113908527739e-05,0.0011653410384037,0.0004649775881339,0.0001758747294686,0.0002270215565901,0.0003053123775705
ENSG00000007038,0.0505295624948862,0.139526023062934,0.0375396884853253,0.134108490694122,0.0699562747409826,0.0272779693546848
ENSG00000007047,3.04455111199449e-70,0.961058667583527,3.26531655772929e-12,0.0336032669608758,0.0334340022061887,0.0467611129945407
ENSG00000007062,0.990434598328975,0.0324995876231732,0.884698796322094,0.0250898866770186,0.0339324458034738,0.39375896783623
ENSG00000007080,0.244474185494387,0.0838484378437951,0.625032565238792,0.0665863650418754,0.0026614073957847,0.0192454192970664
ENSG00000007129,0.0451036418016087,0.194828121163782,0.997682365355099,0.025695118134699,0.151852455199723,0.0231830917775139
ENSG00000007168,0.0105291623852529,0.0181687721826295,0.16799389572165,0.07138137318369,0.0153081078214474,0.0012371279597841
ENSG00000007171,0.0319473327945532,0.0325466815456805,0.0848848648582232,0.0645907168289457,0.0590430335540981,0.0246295677746514
ENSG00000007202,6.34200306730594e-06,0.0232145004936582,0.141836190881055,0.0477152801807457,0.13942022904117,0.0233135687946018
ENSG00000007237,0.0320268655641636,0.116665893547693,0.0302798159798126,0.0212642889223232,0.291027251372886,0.0208722608503423
ENSG00000007255,2.02898486978796e-13,0.961067164609162,3.26534519814451e-12,0.0340141420977946,0.0017088464438801,0.0466399991515917
ENSG00000007264,0.206137086103668,0.0447116947928672,0.0235414386977659,0.0398124748165213,0.0406866964757729,0.0361802410253826
ENSG00000007312,0.000238076308897,0.0059176833852347,0.002105826189622,0.0011280373969178,8.65895615333795e-05,2.95284415835416e-05
ENSG00000007314,0.0271173821834938,0.0729831297822087,0.0226585948997094,0.0505042653364383,0.0251238516844843,0.0262003235794246
ENSG00000007341,0.0486431047660211,0.0385966335071629,0.615345460221077,0.172638023832918,0.054391081980648,0.0209432734837439
ENSG00000007372,0.024270778966529,0.0609704613804589,0.0326108756628106,0.0368520539096793,0.165942437374033,0.0240136204339903
ENSG00000007376,0.0284452107320852,0.0203875478705683,0.0354149757585083,0.0739524997194774,0.0625486470187015,0.0282501821296398
ENSG00000007384,0.0217702761014534,0.0210777740729891,0.029388729218713,0.0211229122303663,0.064348362661369,0.0266608873051102
ENSG00000007392,0.020993727093985,0.0203860912029739,0.0282892696614987,0.0369441014069667,0.0653539804604753,0.0770381515532117
ENSG00000007402,0.180839822207263,0.131792989527524,0.0321669675460809,0.535725658958134,0.0224494133790045,0.387592896391391
ENSG00000007516,0.024218947135272,0.0287966888217104,0.0333774568003125,0.0252900971127233,0.0235789051321094,0.0352209566964977
ENSG00000007520,0.0254406943832832,0.0277387784141541,0.0333748948206464,0.0252954464220141,0.0235929280600011,0.0354509628260406
ENSG00000007541,0.0293238559269551,0.0203855479427875,0.0293968214838092,0.0254925065853921,0.0648510309411706,0.0628581473647422
ENSG00000007866,0.0224167266065668,0.0230996800438754,0.175540096240456,0.0381733710552878,0.0235235668369392,0.0831372604598079
ENSG00000007923,0.0003780232856745,0.115840176536867,0.0258571299423861,0.0251099663474451,0.02050789831895,0.0346408846466725
ENSG00000007944,0.0442296010777117,0.0411739651341297,0.110690268630049,0.156340651946377,0.0615857718409064,0.0200666128048671
ENSG00000007968,0.0423729758874505,0.0392246186044555,0.0269107017153934,0.0581547351327431,0.0338155331230797,0.136216309188966
ENSG00000008018,0.0002262166111041,0.0002280894242881,0.0004573730674811,0.0006584319242849,0.0009955690425247,6.32510819713155e-05
ENSG00000008083,0.0591171729683257,0.0228568794421777,0.0228004492953748,0.0277978999826802,0.031784639812044,0.0317101256439246
ENSG00000008118,0.0216365354727902,0.0617023431684887,0.0746304319816626,0.241818093810775,0.0249813975169799,0.0339946065193531
ENSG00000008128,0.0004900765157929,0.0001730172544478,0.118547163971084,0.492030855953391,0.0945233962453845,0.766827997448709
ENSG00000008130,0.0003736576346843,6.66703764104541e-05,0.100258385612949,0.465289621234153,0.109741298303307,0.774347069904893
ENSG00000008226,0.0256934999354009,0.0652300204945458,0.0210111199461599,0.0350340808051385,0.0292310606334989,0.0283062858173944
ENSG00000008256,0.144315024016477,0.0301386337789739,0.0406850605581187,0.0357541134911596,0.0220619504843457,0.0574010337759517
ENSG00000008277,0.0716312064174974,0.0574191638120755,0.0002297533032924,0.0488910684426305,0.0456355606442187,0.0706513797388035
ENSG00000008282,0.0376256495350343,0.075143612011376,0.0523569717196326,0.0419226932254563,0.0299341036709285,0.0302643683823312
ENSG00000008283,0.0271330630300371,0.115419349405267,0.10438441824847,0.0389917378275199,0.0251173336805186,0.0261985357550147
ENSG00000008294,0.0001655117637125,0.0005532839519147,0.0003343004736477,0.000317031264892,0.0226557747720906,0.0422601242205126
ENSG00000008311,0.0260602593585622,0.0574534194404056,0.0400391551274691,0.0281439921197985,0.160884808036628,0.040218640706793
ENSG00000008323,0.0579930883696731,0.0257970944442979,0.031974985162154,0.0205531291668416,0.057871953251556,0.0327784173964436
ENSG00000008324,0.698987478445715,0.004078036116505,0.0205891198807516,0.0324648513317529,0.140895138047565,0.101065571582479
ENSG00000008382,0.0706029574303913,0.0343129384690562,0.0201564078826148,0.0453741478897723,0.0656255690174587,0.0202323302293645
ENSG00000008394,0.0191902682821213,0.0031840160599359,0.0002002421050653,0.0192508341098271,0.0046903272829322,0.0136103542507335
ENSG00000008405,0.026342994497508,0.0196250505023365,0.0269486039511596,0.019636406883447,0.0212962845027042,0.0359546212415845
ENSG00000008441,0.0360400372437513,0.0240719764249904,0.421818945220599,0.154826254789692,0.320830832982094,0.0587455977911585
ENSG00000008513,0.0275150510541122,0.0476450561438565,0.0446607391333817,0.0283039767824369,0.0519562113631633,0.0244285071846986
ENSG00000008516,0.0777650332105893,0.0669585962583614,0.0669432319225186,0.0476500280331455,0.0616945540873274,0.0249017570748563
ENSG00000008517,0.0001027224033549,9.61142313692633e-05,0.0001389828814345,0.0008338677011496,0.0002780061951083,0.0001504408458384
ENSG00000008710,0.0060784802938834,0.0065487608837673,0.0026535201204178,0.0075316423687773,0.0001683647458061,0.0038839066292596
ENSG00000008838,0.0355907502807796,0.505911633511819,0.64350717152308,0.034847770609217,0.0374559743186639,0.0131491286783415
ENSG00000008853,0.0309202074190246,0.0207354741736632,0.0222655649978565,0.0398932548128515,0.0383237115494007,0.0265178515153674
ENSG00000008869,0.0318106676962523,0.0529146888469882,0.187652502852287,0.0021504701109672,0.0583341563653958,0.0425589870783763
ENSG00000008952,0.0017288458491417,8.53194613198842e-05,9.00448428691823e-05,0.0126636512728778,0.000143120656683,0.0009753667651566
ENSG00000008988,0.0008096089158735,1.91946334976043e-05,0.0001891696291561,0.0003587804229664,9.30303984531723e-05,0.0001350093781057
ENSG00000009307,6.4742156037458e-05,0.0080243424980819,0.0178512871930531,0.005169213459824,0.0001204311874862,8.84302897168505e-05
ENSG00000009335,0.0537041527096153,0.0328076956984916,0.0337930953655119,0.0203486956944295,0.0266623747720539,0.42424371134101
ENSG00000009413,0.0412668820853126,0.173344778083195,0.148054034218732,0.0693106375701322,0.0254819468990324,0.0776142033741907
ENSG00000009724,0.0239817444970719,0.0264534679639372,0.0333254509419333,6.92873614297926e-13,0.0972744626132658,0.0443617621124248
ENSG00000009780,0.0269959469129802,0.0559983444609099,0.0215235293727891,0.0492385912296086,0.223723395133511,0.0310196096673983
ENSG00000009790,0.001195223353883,0.0422176381064228,0.0078337156172471,0.188582277362548,0.0058765249907708,7.78362299190705e-05
ENSG00000009844,2.96525753766786e-05,0.627039458611142,0.0151164067938869,0.294618071414965,0.0003270422453566,0.0454062672788837
ENSG00000009954,0.0235322548478824,0.0566689939760734,0.0260283040044071,0.478431384543839,0.0034130245753144,0.0391026116721984
ENSG00000010017,0.378133793072292,0.0901192249480581,0.0221458007038866,0.0252773058977342,0.0661815644196848,0.0309390476007879
ENSG00000010030,0.0588816780074859,0.0335444577788608,0.317516300364145,0.1061747962133,0.0207856092617828,0.0562940483673695
ENSG00000010072,0.0516650690366409,0.0634196182304557,0.0428128263580141,0.428178086206622,0.0265064149239848,0.055909695054128
ENSG00000010165,0.198057609158046,0.0205629474440187,0.0266930448208095,0.0423413916599157,3.17284229545373e-05,0.0201518041205664
ENSG00000010219,0.342823474850891,0.0256704957471537,0.0206977922770223,0.0321165030295764,0.0396608317222676,0.0279552790840572
ENSG00000010244,0.0006550378638782,0.0030546390510226,0.0057900450104916,0.0260136959842386,0.0017948587830661,0.0129945176045778
ENSG00000010256,0.0016551871317379,1.15020780082358e-05,8.12479907956011e-05,0.077006694470997,0.0010595600152994,0.0004353490066937
ENSG00000010270,0.0783725957851389,0.0334099674811797,0.282971709711429,0.0360580298119358,1.48271440493129e-05,0.0319175759950878
ENSG00000010278,0.0578309230615264,0.0220715432031937,0.0332557030217184,0.0219216308100138,0.112275183613214,0.0593482616978079
ENSG00000010292,0.0001126671225623,0.0007107550705247,0.0006579401412182,0.0017701434293648,0.0012756887806819,0.0007285364711468
ENSG00000010295,0.0238053357545762,0.0258257607126058,0.0307202066338099,0.020153735262466,0.0527530830781855,0.0885150189888145
ENSG00000010310,1.02462493726551e-65,0.959863354465009,3.8210762277081695e-12,0.077503148874026,0.0218439280066183,0.492422085322494
ENSG00000010318,0.0362617081635004,0.0231809299749881,0.135830633717148,0.0453772075114092,0.0412113991009974,0.0368343368393914
ENSG00000010322,0.035447952760578,0.0231809299749876,0.0001282712657084,0.0411665328887974,0.0410232717953803,0.0247569794579645
ENSG00000010327,0.0299592498412459,0.0231809299749876,0.135533419844248,0.0245628988899708,0.0505328686437324,0.0156974805241739
ENSG00000010361,0.049270421992606,0.0257236373007251,0.196066728821027,0.0423029538872602,0.0503696075457079,0.0224936935019106
ENSG00000010379,0.0519244652540082,0.0332375403637425,0.125034266963429,0.0485633737329867,0.0291229083112026,0.221573479332922
ENSG00000010539,0.0776290340749254,0.198650574310357,0.0280481305990298,0.198331094437017,0.121605450357395,0.0244418316559456
ENSG00000010610,0.0265775294960038,0.0533092583879391,0.0318578349812158,0.0237568029440397,0.151831408875106,0.121493216959594
ENSG00000010626,0.0262034619497209,0.0417502742928334,0.0119276879308403,0.0204591848421593,0.0077884285699495,0.0681263395419183
ENSG00000010704,0.0234234004328556,0.0536122730222288,0.0503860533893197,2.98797504714727e-05,0.0462929651287076,0.0566243444551152
ENSG00000010803,0.0308754643275545,0.0298859961306865,0.024300225922849,0.0457747861686324,0.0414345449925127,0.0249583461097263
ENSG00000010810,0.0300585412368489,0.0014276047191038,0.0036961494608508,0.0040310577603523,0.0020865069134124,0.0194620406771757
ENSG00000010818,0.0207780654176423,0.609380944893955,0.428304014393389,0.145492626519419,0.0273536620609972,0.0617507923164454
ENSG00000010932,0.0664943641722626,0.020505875661458,0.0236657189183747,0.0283267662558804,0.0213600361480371,0.0641221063318501
ENSG00000011007,0.000102127758354,0.038474513733778,0.0232451972873586,0.0582417593588565,0.0346807752982613,0.102395828190396
ENSG00000011009,5.42619898057249e-05,0.0352235779019347,0.0029416659475215,0.0581424462882808,0.0332633889921953,0.0088256694664043
ENSG00000011021,0.0399841842543291,0.947597587930295,0.0377382329664146,4.04536790712604e-06,0.0300263758495523,0.0334156691225725
ENSG00000011028,0.0237033106511963,0.463234820685249,0.456806340591125,0.587169166057301,0.667628329556106,0.023345894962189
ENSG00000011083,0.0761618434362347,0.0442078077296887,0.0215763979713105,0.0306470463114162,0.0299052732827564,0.036757724265617
ENSG00000011105,0.0458879508330881,0.0318035895094165,0.124127798825771,0.0430557312910014,0.0665846259557328,0.0743097494497712
ENSG00000011114,0.0319028726553963,0.067593197555082,0.0360731708045824,0.0460006000477571,0.0286900682984109,0.0495695101474953
ENSG00000011132,0.0368825375569024,0.148411966101292,0.020152766552327,0.0393651531934895,0.072456088610762,0.0362064066035616
ENSG00000011198,3.19025459735505e-05,0.022014567655104,0.0010213857497258,0.0419027827871335,0.0496111093293045,0.0533454673167096
ENSG00000011243,0.0214258500703106,0.0542185758894456,0.0289716759934179,0.03105354492299,0.100491760574739,0.027177107645079
ENSG00000011258,0.144374777053084,0.0640678434953026,0.0321939966175842,0.0231787852801086,0.0295294605225793,0.0543575662371008
ENSG00000011260,0.144252192782861,0.0003900601500857,0.0009045696567846,0.0231909834352481,0.0361488736543655,0.0607583088925528
ENSG00000011275,0.132514904346864,0.0464416444566745,0.0560643886338642,0.0645112113973871,0.0285563587451941,0.0235037458323246
ENSG00000011295,0.0202623103189623,0.0491820615118565,0.02464416158792,0.0232836747431897,0.136726029522333,0.0473347139052079
ENSG00000011304,0.0002978239319633,0.0027364290436674,0.0007091943371157,0.089052745881484,0.0014998754144996,0.0018720299680174
ENSG00000011376,0.033259367120868,0.0233295981082197,0.0470630769142556,0.0319806475811469,0.0390789153412745,0.0229831632640052
ENSG00000011405,0.0136077491700036,0.0415511222759486,0.468941725654644,0.35722324254373,0.0061117180015956,0.0498008722637508
ENSG00000011422,0.0751500387859231,0.084514332634403,0.0226048098962622,0.0280879514640379,0.0574654588127857,0.191523182498733
ENSG00000011426,0.0377326920412286,0.280533158826991,0.120454826335641,0.0933580097904508,0.078973990692229,0.0333175895077525
ENSG00000011451,0.0214245053564673,0.0671990610430867,0.0289716758928384,0.0288866689974214,0.138745438902151,0.0271740625748923
ENSG00000011454,0.0207298329917843,0.0264408922496547,0.0282516320659593,0.0651938559306901,0.0211091378207171,0.0258161233174724
ENSG00000011478,4.7419354689638695e-62,0.0413528204443404,3.2653165577291996e-12,0.0333025951541596,0.0218619190709175,0.479144866029924
ENSG00000011485,0.0039026132071673,0.0080435399219482,0.0056651551544971,0.0013452110498895,0.0012595115784408,0.0015654337036174
ENSG00000011523,0.0232686944023494,0.0421010062685328,0.0802653722603885,0.0025265683773593,0.0370531770650249,0.0279774369282051
ENSG00000011566,0.0624501994961259,0.0429997084856685,0.0588912263832789,0.0275024637249116,0.0353614875501536,0.0691244145506865
ENSG00000011590,0.026325108526072,0.0309346314155932,0.0246577592945763,0.0403265681810016,0.178561302003308,0.0001132057819772
ENSG00000011600,0.0569090096493459,0.0394392246047597,0.0208092875571753,0.0584702865455408,0.149471409457485,0.0005772615731582
ENSG00000011638,0.0461910621834204,0.0309857297697091,0.0241605677208022,0.0289827150636595,0.0205952660926408,0.0353106648730866
